OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK
0,1,1842,7613.265725,161
0,1,31288,7613.265725,161
0,1,35181,7613.265725,161
0,1,6170,7613.265726,162
0,1,10692,7613.265726,162
0,1,15261,7613.265726,162
0,1,19529,7613.265726,162
0,1,23564,7613.265726,162
0,1,27540,7613.265726,162
0,1,39085,7613.265726,162
0,1,42678,7613.265726,162
0,1,46445,7613.265726,162
0,1,50317,7613.265726,162
0,1,54124,7613.265726,162
0,1,58120,7613.265726,162
0,1,62397,7613.265726,162
0,1,66865,7613.265726,162
0,1,54018,7614.473231,163
0,1,57998,7614.473231,163
0,1,62253,7614.473231,163
0,1,66714,7614.473231,163
0,1,71103,7614.473231,163
0,1,83547,7614.473232,164
0,1,87843,7614.473232,164
0,1,1704,7626.549095,165
0,1,6036,7626.549095,165
0,1,10570,7626.549095,165
0,1,15145,7626.549095,165
0,1,19426,7626.549095,165
0,1,23449,7626.549095,165
0,1,27426,7626.549095,165
0,1,31177,7626.549095,165
0,1,35075,7626.549095,165
0,1,38980,7626.549095,165
0,1,42586,7626.549095,165
0,1,46355,7626.549095,165
0,1,50223,7626.549095,165
0,1,54034,7626.549095,165
0,1,58009,7626.549095,165
0,1,62263,7626.549095,165
0,1,66727,7626.549095,165
0,1,71116,7626.549095,165
0,1,75405,7626.549095,165
0,1,79428,7626.549095,165
0,1,83557,7626.549095,165
0,1,87854,7626.549095,165
0,1,92123,7626.549095,165
0,1,96600,7626.549095,165
0,1,101139,7626.549095,165
0,1,105665,7626.549095,165
0,1,110115,7626.549095,165
0,1,114103,7626.549095,165
0,1,117934,7626.549095,165
0,1,122081,7626.549095,165
0,1,126358,7626.549095,165
0,1,71257,7633.727146,166
0,1,75532,7633.727146,166
0,1,79545,7633.727146,166
0,1,83689,7633.727146,166
0,1,87976,7633.727146,166
0,1,105793,7633.727146,166
0,1,110249,7633.727146,166
0,1,92249,7633.727146,167
0,1,114222,7633.727146,167
0,1,118070,7633.727146,167
0,1,122226,7633.727146,167
0,1,126499,7633.727146,167
0,1,96723,7641.226244,168
0,1,101264,7641.226244,168
0,1,83739,7645.402949,169
0,1,88020,7645.402949,169
0,1,1869,7657.390431,170
0,1,96588,7678.76599,171
0,1,92111,7678.765991,172
0,1,101127,7743.110188,173
0,1,105654,7743.110188,173
0,1,75396,7743.110188,174
0,1,79419,7743.110188,174
0,1,1690,7769.287276,175
0,1,6016,7769.287276,175
0,1,10549,7769.287276,175
0,1,117923,7832.802725,176
0,1,122069,7832.802725,176
0,1,126345,7832.802725,176
0,1,110101,7862.706111,177
0,1,114091,7862.706111,177
0,1,39162,7893.952561,178
0,1,42759,7893.952561,178
0,1,46509,7908.337443,179
0,1,50383,7908.337443,179
0,1,110099,7925.245722,180
0,1,114088,7925.245722,180
0,1,117917,7925.245722,180
0,1,122062,7952.763151,181
0,1,126339,7952.763151,181
0,1,101124,7955.387549,182
0,1,105649,7955.387549,182
0,1,62405,7969.489912,183
0,1,66876,7969.489912,183
0,1,71268,7981.737917,184
0,1,15268,8023.79511,185
0,1,19536,8023.79511,185
0,1,23575,8050.974892,186
0,1,27554,8050.974892,186
0,1,31301,8050.974892,186
0,1,35191,8050.974892,186
0,1,39097,8050.974892,186
0,1,42690,8050.974892,186
0,1,46458,8050.974892,186
0,1,50327,8050.974892,186
0,1,54131,8050.974892,186
0,1,58127,8050.974892,186
0,1,75543,8050.974892,186
0,1,79555,8050.974892,186
0,1,83700,8050.974892,186
0,1,87984,8050.974892,186
0,1,92257,8050.974892,186
0,1,96729,8050.974892,186
0,1,101271,8050.974892,186
0,1,105799,8050.974892,186
0,1,110256,8050.974892,186
0,1,114232,8050.974892,186
0,1,118081,8050.974892,186
0,1,122239,8050.974892,186
0,1,126509,8050.974892,186
0,1,6178,8105.387908,187
0,1,10701,8105.387908,187
0,1,114322,8265.861428,188
0,1,118181,8265.861428,188
0,1,92103,8347.403945,189
0,1,96581,8347.403945,189
0,1,54011,8347.403945,190
0,1,57987,8347.403945,190
0,1,62245,8347.403945,190
0,1,66707,8347.403945,190
0,1,71096,8347.403945,190
0,1,75385,8347.403945,190
0,1,79410,8347.403945,190
0,1,83540,8347.403945,190
0,1,87835,8347.403945,190
0,1,101120,8347.403945,190
0,1,122054,8347.780637,191
0,1,126330,8347.780637,191
0,1,105643,8347.780638,192
0,1,117909,8347.780638,192
0,1,50198,8348.851325,193
0,1,122342,8467.166491,194
0,1,126604,8467.166491,195
0,1,66917,8754.904046,196
0,1,71310,8754.904046,196
0,1,75585,8754.904046,196
0,1,35229,8754.904046,197
0,1,39140,8754.904046,197
0,1,42734,8754.904046,197
0,1,46487,8754.904046,197
0,1,50362,8754.904046,197
0,1,54163,8754.904046,197
0,1,58163,8754.904046,197
0,1,62441,8754.904046,197
0,1,79600,8759.742554,198
0,1,88027,8759.742554,198
0,1,83747,8759.742554,199
0,1,92301,8759.742554,199
0,1,96773,8759.742554,199
0,1,101318,8759.742554,199
0,1,105848,8759.742554,199
0,1,110301,8759.742554,199
0,1,114275,8759.742554,199
0,1,118130,8759.742554,199
0,1,122290,8759.742554,199
0,1,126554,8759.742554,199
0,1,6279,8904.601443,200
0,1,10801,8909.220524,201
0,1,15366,8909.220524,201
0,1,19626,8909.220524,201
0,1,23680,8909.220524,201
0,1,27647,8909.220524,201
0,1,31390,8920.757395,202
0,1,35278,8920.757395,202
0,1,62501,8920.757395,202
0,1,66973,8920.757395,202
0,1,15311,8928.209789,203
0,1,19578,8928.209789,203
0,1,39188,8937.086621,204
0,1,42791,8937.086621,204
0,1,23620,8969.860335,205
0,1,27595,8969.860335,205
0,1,31341,8969.860335,205
0,1,1948,8982.329841,206
0,1,46536,8993.18105,207
0,1,50409,8993.18105,207
0,1,54211,8993.18105,207
0,1,58219,9021.298584,208
0,1,92353,9021.298584,208
0,1,88091,9032.170409,209
0,1,62237,9114.714639,210
0,1,66696,9114.714639,210
0,1,71083,9114.714639,210
0,1,23614,9244.621616,211
0,1,27590,9244.621616,211
0,1,31335,9244.621616,211
0,1,66921,9250.654663,212
0,1,71314,9250.654663,212
0,1,88032,9303.279315,213
0,1,92303,9303.279315,213
0,1,96778,9303.279315,213
0,1,83752,9303.279315,214
0,1,1961,9435.415149,215
0,1,15304,9474.612294,216
0,1,19571,9474.612294,216
0,1,6292,9479.763513,217
0,1,23605,9481.365043,218
0,1,27580,9481.365043,218
0,1,31327,9481.365043,218
0,1,35218,9481.365043,218
0,1,39130,9481.365043,218
0,1,42725,9481.365043,218
0,1,46481,9481.365043,218
0,1,50355,9481.365043,218
0,1,54156,9481.365043,218
0,1,58156,9481.365043,218
0,1,62434,9481.365043,218
0,1,66910,9481.365043,218
0,1,71303,9481.365043,218
0,1,10734,9481.365043,219
0,1,10815,9496.410799,220
0,1,92089,9523.982264,221
0,1,1854,9742.604032,222
0,1,6185,9742.604032,222
0,1,10708,9742.604032,222
0,1,15275,9742.604032,222
0,1,19543,9742.604032,222
0,1,23582,9742.604032,222
0,1,27558,9742.604032,222
0,1,31307,9742.604032,222
0,1,35196,9742.604032,222
0,1,39102,9742.604032,222
0,1,42697,9742.604032,222
0,1,46465,9742.604032,222
0,1,50333,9742.604032,222
0,1,54135,9742.604032,222
0,1,58132,9742.604032,222
0,1,62410,9742.604032,222
0,1,66883,9742.604032,222
0,1,71274,9742.604032,222
0,1,75549,9742.604032,222
0,1,79562,9742.604032,222
0,1,83705,9742.604032,222
0,1,87988,9742.604032,222
0,1,92262,9742.604032,222
0,1,96736,9742.604032,222
0,1,101277,9742.604032,222
0,1,105807,9742.604032,222
0,1,110263,9742.604032,222
0,1,114239,9742.604032,222
0,1,118087,9742.604032,222
0,1,122245,9742.604032,222
0,1,126516,9742.604032,222
0,1,1976,9864.226504,223
0,1,6310,9864.226504,223
0,1,10839,9968.433955,224
0,1,114357,10062.45126,225
0,1,118221,10062.45126,225
0,1,79582,10153.50067,226
0,1,83724,10153.50067,226
0,1,88007,10153.50067,226
0,1,92283,10153.50067,226
0,1,35312,10156.58225,227
0,1,39218,10156.58225,227
0,1,50316,10263.47989,228
0,1,54123,10263.47989,228
0,1,42829,10306.34756,229
0,1,46570,10306.34756,229
0,1,35320,10313.55464,230
0,1,39226,10313.55464,230
0,1,50440,10313.55464,230
0,1,35031,10327.67666,231
0,1,38935,10327.67666,231
0,1,42534,10327.67666,231
0,1,46312,10327.67666,232
0,1,101454,10399.19173,233
0,1,105991,10405.65324,234
0,1,92413,10441.68726,235
0,1,96908,10441.68726,235
0,1,122030,10467.46131,236
0,1,126308,10467.46131,236
0,1,110073,10497.11844,237
0,1,114062,10497.11844,237
0,1,117889,10497.11844,237
0,1,42818,10546.24499,238
0,1,46559,10546.24499,238
0,1,50432,10546.24499,239
0,1,54237,10546.24499,239
0,1,58251,10546.24499,239
0,1,110426,10563.71942,240
0,1,105988,10563.71942,241
0,1,62224,10661.55675,242
0,1,66683,10661.55675,242
0,1,71073,10669.10951,243
0,1,75366,10669.10951,243
0,1,79391,10669.10951,243
0,1,83523,10669.10951,243
0,1,2005,10672.21646,244
0,1,6341,10672.21646,244
0,1,57963,10676.73965,245
0,1,118088,10695.14895,246
0,1,122246,10695.14895,246
0,1,87818,10698.34732,247
0,1,92080,10698.34732,247
0,1,96558,10698.34732,247
0,1,50354,10719.64272,248
0,1,54155,10719.64272,248
0,1,2016,10722.94557,249
0,1,31440,10722.94557,249
0,1,35333,10722.94557,249
0,1,39233,10722.94557,249
0,1,58269,10824.25159,250
0,1,42712,10913.42844,251
0,1,71295,10921.10424,252
0,1,75572,10921.10424,252
0,1,110268,10940.91852,253
0,1,122252,10940.91852,253
0,1,126522,10940.91852,253
0,1,62415,10961.09657,254
0,1,66888,10961.09657,254
0,1,71279,10961.09657,254
0,1,75554,10977.14487,255
0,1,79569,10977.14487,255
0,1,39255,11022.84552,256
0,1,42854,11027.64985,257
0,1,46595,11027.64985,257
0,1,2035,11055.9353,258
0,1,6367,11055.9353,258
0,1,19702,11067.31222,259
0,1,23751,11067.31222,259
0,1,27719,11067.31222,259
0,1,31459,11067.31222,259
0,1,6371,11067.31222,260
0,1,10888,11067.31222,260
0,1,15449,11067.31222,260
0,1,35350,11067.31222,260
0,1,67030,11075.87942,261
0,1,71430,11075.87942,261
0,1,75687,11075.87942,261
0,1,79709,11082.97357,262
0,1,83871,11082.97357,262
0,1,88158,11082.97357,262
0,1,10884,11085.61902,263
0,1,15444,11085.61902,263
0,1,19699,11085.61902,263
0,1,50463,11097.13465,264
0,1,92422,11164.0199,265
0,1,96918,11164.0199,266
0,1,101463,11164.0199,266
0,1,106002,11164.0199,266
0,1,122411,11164.0199,266
0,1,126682,11164.0199,266
0,1,110439,11186.46619,267
0,1,114390,11186.46619,267
0,1,118259,11186.46619,267
